Frob. norm,Inf. norm,Restrict. sum,Mobty functional,Fractal dim.,Tot. length,group,level
4.2726732606327085,1.4408426616915422,0.2901203119020283,7.998852335161919,0.7480748134496957,33.963990038857645,A,1
3.8973995318075483,1.66738184079602,0.3293971717499459,10.757173041304098,0.7384244122243078,32.84376684661082,A,1
4.667923033731614,2.0080845771144276,0.25920812603648424,5.3689483386615695,0.8051421386252421,38.20005801635743,A,1
4.470336501195048,1.4380130597014924,0.2742515103056148,7.096827868870444,0.7246740598493144,35.20663072597693,A,1
4.372966816953393,1.4380130597014924,0.2968819694630297,9.575547664949852,0.7246740598493144,34.78584445398434,A,1
4.164521196023108,1.3572916666666668,0.3076683888251052,10.706816535258236,0.7480748134496957,33.61427157873052,A,1
4.178493768717421,1.666340174129353,0.2800474529526282,10.080468936384902,0.6847996906554947,32.436125993857225,A,1
3.7202655947671697,1.4206623134328358,0.35230947535052015,10.053325875236597,0.7246740598493144,31.614271578730527,A,1
3.9572203013629115,1.666340174129353,0.31918261951113996,10.602619302729046,0.7246740598493144,32.20005801635743,A,1
4.606811739594536,1.6817941542288557,0.2521299751243781,7.5466772454508835,0.8051421386252421,34.79241716360383,A,1
4.093023943379878,1.486318407960199,0.3039405835406302,8.62024055726616,0.7480748134496957,33.44269870347672,A,1
4.1778797946081925,1.5236473880597017,0.2801589876703439,9.680685405672225,0.6999354117917225,32.02848514110363,A,1
4.7295234712138345,1.66738184079602,0.24092415079773546,6.035255977936328,0.7480748134496957,35.55634918610404,A,1
4.6118375133819685,1.6817941542288557,0.19723799480856585,7.159840156068361,0.6999354117917225,34.073262114491115,A,1
3.8199670788722813,1.5236473880597017,0.32737725065150436,11.365510624745896,0.6847996906554947,30.85033955623032,A,1
4.564622011246778,1.4206623134328358,0.23012437810945274,7.716393274123153,0.6999354117917225,33.436125993857225,A,1
4.311738775684083,1.855519278606965,0.24433867593848937,10.556881156129498,0.6999354117917225,32.02848514110362,A,1
3.5863915644861315,1.2514769900497513,0.3849955949419569,11.40268904745331,0.7702749878828288,32.03505785072312,A,1
3.4774660852717587,1.5013215174129353,0.39202778720036185,11.538600470740972,0.7246740598493144,31.61427157873053,A,1
4.478106273538052,1.855519278606965,0.16548834773500917,6.2858332752606065,0.6595140904741694,32.94812211415272,A,1
5.516005925417427,1.5527207711442788,0.18804961678096008,4.274152953612808,0.8629356620079611,47.0929802433496,A,1
4.550905735238999,1.6817941542288557,0.25243055555555555,8.054955510038049,0.8051421386252421,35.44269870347672,A,1
3.6753282557005185,1.3752332089552237,0.3715407338308458,11.1477601094384,0.7480748134496957,31.97056274847714,A,1
4.0170326696135605,1.66738184079602,0.30881394657149036,10.362109096922028,0.6847996906554947,32.43612599385722,A,1
4.519827433205452,1.3060945273631839,0.2818858830845771,6.520147538790049,0.8445154986087174,35.55634918610404,A,1
3.9544455714044626,1.4206623134328358,0.3196598529093662,9.865221801449037,0.7246740598493144,32.61427157873053,A,1
3.7519418489492717,1.3843905472636815,0.35358533419857235,11.33463091995242,0.7357771910881881,32.61427157873052,A,1
4.405829525418694,1.4365049751243781,0.2678972923842327,8.794880328700003,0.7246740598493144,34.20005801635743,A,1
5.074468746655403,1.5236473880597017,0.18261655086635786,7.152488555001052,0.6847351024472171,37.85033955623032,A,1
3.055948522020645,1.9958799751243783,0.2503964552238806,7.24918788538981,0.6339850002884624,4.0,A,1
3.977167793518068,1.4365049751243781,0.32341936152570483,9.87206407871258,0.6847351024472171,33.49404838648371,A,1
4.021442431508461,1.666340174129353,0.3080433430672723,11.182981353720837,0.711038543030597,31.792417163603837,B,1
3.8722988307866695,1.486318407960199,0.33363684295911744,9.72341723629596,0.6584962500721158,32.20005801635743,B,1
3.989333941848993,1.2514769900497513,0.32854415422885574,9.061700344291298,0.7618251658246895,33.03505785072312,B,1
3.3816775439168074,1.4348103233830847,0.4069602272727273,11.959118380324707,0.711038543030597,31.028485141103623,B,1
4.630049667817192,1.5236473880597017,0.23897468675142805,8.861181306434458,0.7246740598493144,33.970562748477136,B,1
3.52904391744141,1.4348103233830847,0.38381459181365896,11.51319910356606,0.6847996906554947,31.436125993857225,B,1
3.588463130352168,1.4375466417910447,0.3796722907203115,11.24619859661021,0.7618251658246895,32.25798040898392,B,1
3.7595173390970698,1.4143190298507462,0.35850046641791045,10.970206086606341,0.8051421386252421,33.44269870347672,B,1
3.6956866718115235,1.4408426616915422,0.3564521144278607,10.518627070644092,0.6999354117917225,31.43612599385722,B,1
4.450360176165338,1.4206623134328358,0.28510840195573856,7.571454640035744,0.8252763973828033,35.79898987322333,B,1
3.9948836029452672,1.6817941542288557,0.32765796019900495,10.89391101302374,0.7480748134496957,31.206630725976932,B,1
5.520111058267607,1.993407960199005,0.14955101387004371,5.601277020653285,0.716185170090663,38.37820360123073,B,1
3.8931208274596827,1.5013215174129353,0.33720006737147595,9.456969277430938,0.7246740598493144,34.028485141103616,B,1
3.938964113147396,1.5962842039800995,0.32231640709495996,10.091167089045028,0.7384244122243078,32.61427157873053,B,1
4.236349512273001,1.5185012437810945,0.28790671641791044,9.069503162721576,0.6584962500721158,32.78584445398434,B,1
3.661129760126503,1.3425995024875623,0.36822004109885353,10.804952134868667,0.7136857641667156,32.02848514110362,B,1
3.4500274677811107,1.442304104477612,0.4008544235345014,12.013702284249218,0.7840253402578227,32.02848514110362,B,1
3.8787736208853416,1.4206623134328358,0.33952308768656714,9.004989099082277,0.7840253402578227,33.79241716360383,B,1
4.591782675106621,1.5512904228855722,0.2630607737176188,8.245135868432515,0.7246740598493144,36.03505785072312,B,1
3.917965125224317,1.3759483830845771,0.33983084577114425,9.966245598567655,0.8252763973828033,33.62084428835003,B,1
4.186530370529936,1.3299284825870648,0.2962991293532338,8.092716460351836,0.7840253402578227,33.85691226584981,B,1
4.868636602198304,1.66738184079602,0.2443495413557214,7.912554984893443,0.8051421386252421,35.31370849898476,B,1
3.7268793684464225,1.66738184079602,0.3511900723654455,11.445324696195915,0.6847996906554947,31.436125993857225,B,1
5.055671090489403,1.6017257462686567,0.2153466068097015,5.6433120312343314,0.7965784284662084,43.27112582822291,B,1
4.630049667817192,1.5236473880597017,0.23897468675142805,8.861181306434458,0.7246740598493144,33.970562748477136,B,1
4.15132185099321,1.4307058457711441,0.3097792288557214,7.437414943638057,0.7840253402578227,34.55634918610404,B,1
4.583849457263197,1.6817941542288557,0.20283298182998052,6.879032392365585,0.7246740598493144,33.5006210961032,B,1
4.142053529216144,1.6017257462686567,0.31125741484883274,8.265795738675797,0.7913917862502484,33.20663072597693,B,1
3.93453303772653,1.3660603233830846,0.3304467247097844,10.663687328930028,0.6678071905112636,33.26455311860341,B,1
3.9588229413151264,1.4206623134328358,0.3333942786069652,8.704232702976622,0.7246740598493144,31.792417163603833,B,1
3.748957132082919,1.2835199004975126,0.3540720311486048,9.784972263158652,0.7702749878828288,32.37820360123074,B,1
4.070803302598168,1.5236473880597017,0.29023985187697876,10.142940187205548,0.6874469117916137,31.79898987322333,C,1
4.152029621306348,1.4013837064676615,0.3350440505804312,11.541142743165917,0.7480748134496957,33.72792206135786,C,1
4.368954583800319,1.5278451492537313,0.28248571955039614,7.441844183232467,0.7840253402578227,35.685339390596,C,1
3.550377034996875,1.3742692786069652,0.38038218000904567,10.817373204279944,0.7246740598493144,31.43612599385722,C,1
4.413822051304679,1.4380130597014924,0.2832172841151386,7.7713722961530065,0.8515798379661825,38.67876668097651,C,1
5.725748859239263,1.3114920152572687,0.27612142506686926,15.301646742050798,0.8296638366663994,76.20882502860256,A,2
6.061667211888252,1.4391371096655745,0.2365253311808556,12.999400400320479,0.7824675832320321,76.74545608584813,A,2
